start,end,shape.index
8365574,8365592,1.08170416595
8366241,8366245,1.0
8366290,8366300,1.72856397128
8367472,8367476,1.27807190511
8367629,8367641,0.695079847642
8367959,8367972,1.06333261812
8368102,8368113,1.05971404133
8368595,8368615,1.11870910077
8404196,8404202,1.08170416595
8426877,8426902,0.627886322891
8427873,8427893,1.0
8428860,8428864,1.04556599708
8429127,8429131,1.01477186397
8515092,8515113,1.02904940555
8522123,8522128,1.08170416595
8934846,8934850,1.03818285964
8998598,8998605,1.76335481568
9387822,9387826,1.39015969528
9516954,9516973,1.04556599708
9615849,9615859,0.961588417357
9615980,9615990,1.04556599708
9700353,9700363,1.36054286751
9700817,9700838,0.876912417369
9912902,9912918,1.59402296152
9918645,9918661,1.00288069041
9959043,9959055,1.04556599708
9967685,9967689,1.32770518292
9967744,9967752,1.16852561199
9968403,9968413,1.71092054027
9984641,9984646,1.04556599708
10005783,10005788,0.947059239437
10006053,10006073,1.01477186397
10007063,10007067,1.0
10057638,10057642,1.34997757835
10201038,10201048,1.65648025899
10201254,10201273,0.5814355568
10201592,10201602,0.821695651611
10201622,10201636,0.92865314851
10201658,10201674,0.721892398447
10201724,10201728,1.00892394016
10201761,10201774,1.11870910077
10202091,10202112,0.912927455316
10364484,10364488,1.18872187554
10408769,10408773,1.01477186397
10410373,10410377,1.02438296978
10426897,10426901,1.05205945938
10427092,10427096,1.06333261812
10460093,10460106,0.704538155762
10739350,10739373,0.507385931983
10861905,10861909,1.87931898599
10865153,10865155,1.00892394016
11006354,11006359,1.0
11006798,11006805,1.00892394016
11008182,11008185,1.08170416595
11125233,11125237,1.08170416595
11126419,11126438,1.04556599708
11242092,11242106,1.0
11258802,11258806,1.22065016271
11259591,11259601,0.542734086377
11486178,11486185,1.24778782667
11486878,11486899,1.0
12056565,12056569,1.15464906338
12093756,12093763,0.840383081797
12738234,12738238,1.01477186397
12744560,12744564,1.30378773987
12976723,12976731,1.01477186397
12977627,12977636,1.01477186397
13169473,13169491,0.922921077283
13177177,13177181,1.27807190511
13196725,13196748,0.544983193233
13210683,13210687,1.15464906338
13224270,13224278,1.0
13736135,13736139,1.02245008372
13736259,13736273,1.27807190511
13736378,13736388,1.04549437076
13736689,13736699,1.01387391537
13773743,13773771,0.691509519522
13797162,13797172,1.0
13798806,13798824,1.0
14355153,14355157,1.53100440641
14355183,14355187,1.06333261812
14364547,14364560,1.01477186397
14877907,14877910,0.665320858948
15005736,15005740,1.02904940555
15007817,15007837,1.92093373333
15042618,15042622,1.4564355568
15765061,15765065,1.0
16047253,16047267,1.5861831497
16048457,16048466,1.00596978852
16312799,16312815,1.14759482135
16681393,16681397,1.04556599708
16696658,16696662,1.15464906338
16722406,16722410,1.21755587059
16722447,16722461,0.48095383568
16743440,16743456,1.01130059171
16743987,16744004,1.0
16744173,16744194,1.0
16770904,16770919,0.616900008811
16782963,16782967,1.0
16783502,16783507,1.0
16783625,16783627,1.69862135641
16784671,16784690,0.650002811035
16784736,16784740,1.0
16784763,16784774,1.00427254792
16784971,16784984,1.90268806816
16785016,16785022,1.71001395297
16785147,16785164,1.06593194462
16785190,16785194,1.48405306999
16785220,16785224,1.04556599708
16786013,16786029,1.68833801138
16788541,16788559,1.08726584419
16801509,16801513,1.27807190511
16840270,16840274,1.03592123519
16841697,16841718,0.551184364275
16916210,16916214,1.0
17411349,17411353,1.0
17591113,17591145,0.5
17972871,17972875,1.05731681074
18528922,18528942,1.25040474274
18530438,18530442,1.0
18592811,18592828,0.551184364275
18607575,18607594,0.59436093777
18677186,18677190,1.15964132839
18678978,18678999,1.04556599708
18695734,18695760,0.748370832612
18708855,18708859,1.26083418243
19039093,19039098,1.01477186397
19058654,19058666,1.00596978852
19169093,19169106,1.0
19169945,19169952,0.639035952556
19170093,19170105,0.677820654483
19170128,19170133,1.0543396954
19170250,19170271,0.615568495659
19190645,19190662,1.01477186397
19445227,19445231,1.03876339528
19496617,19496621,1.01477186397
19497629,19497650,1.04556599708
19539627,19539633,1.18872187554
19542535,19542558,0.648312874196
19542591,19542595,1.01477186397
19542630,19542634,1.04556599708
19542822,19542826,1.0543396954
19544762,19544768,0.651412103988
19554104,19554108,1.0
19577729,19577751,0.922747644372
19578979,19578990,1.1002562413
20737589,20737603,0.607852776335
20738205,20738209,1.01477186397
20787676,20787699,0.516340835602
20891589,20891593,1.70800051407
21102694,21102699,1.18872187554
21170482,21170500,1.03876339528
21170684,21170698,1.01477186397
21170966,21170982,1.0
21171263,21171268,1.0543396954
21180499,21180510,1.02013124335
21182747,21182751,1.5861831497
21319315,21319319,1.00501517181
21390684,21390692,1.0543396954
21576719,21576738,1.18872187554
21728127,21728141,1.29753344871
21834002,21834021,1.00892394016
21834441,21834454,1.0
21834805,21834809,1.02258218247
22146555,22146575,1.10950835978
22146895,22146899,1.39015969528
22258658,22258662,1.61824080386
22365444,22365448,1.53100440641
22365672,22365689,1.01477186397
22444186,22444206,1.15464906338
22817573,22817577,1.08170416595
11206,11209,0.567016878944
59247,59249,1.0
128928,128948,0.478071905113
211014,211017,0.677820654483
211825,211831,1.0
212155,212158,1.08170416595
212241,212253,0.706564303678
212651,212661,1.01477186397
212902,212904,1.13687943143
238111,238122,0.648355884847
238144,238159,1.10950835978
271729,271731,1.30470686747
285726,285729,0.945283142342
409890,409893,0.704538155762
419368,419370,1.04556599708
419452,419458,1.0
450780,450789,1.01477186397
453006,453009,0.851718879983
542241,542262,0.616192264536
542592,542594,1.05731681074
542920,542942,0.511256596508
543994,544005,1.0
544406,544408,1.00892394016
780916,780919,1.01477186397
868715,868719,1.11870910077
1010696,1010698,1.00427254792
1052166,1052170,1.0
1114947,1114950,1.0543396954
1163886,1163891,0.794368972275
1163916,1163930,0.648355884847
1172792,1172803,0.502846798825
1183475,1183477,1.0
1380237,1380240,1.50143545816
1517639,1517641,1.08170416595
1717083,1717087,1.57193037077
1752100,1752103,1.04556599708
1752133,1752135,0.514524702773
2157676,2157678,1.01477186397
2158171,2158173,1.08170416595
2178752,2178754,1.00596978852
2191012,2191016,1.11870910077
2217103,2217120,1.01477186397
2232804,2232806,1.03436386663
2233588,2233590,1.00977530978
2233798,2233800,1.0
2372517,2372519,1.01477186397
2562966,2562968,1.0
2582905,2582916,1.04556599708
2659909,2659912,1.70391404771
2759661,2759674,1.50662426649
2765536,2765538,1.04556599708
2767392,2767394,1.29753344871
2817861,2817865,0.551184364275
2869409,2869429,1.01477186397
2869476,2869478,0.704262199462
2881651,2881653,1.03876339528
2882060,2882062,1.00596978852
2882170,2882172,1.04556599708
2882325,2882344,1.0
2969622,2969625,0.494759185056
2984702,2984704,1.04556599708
3018302,3018305,0.647329448814
3037248,3037260,0.680964725661
3149082,3149084,1.01477186397
3361201,3361203,1.01477186397
3361396,3361413,0.769040436886
3513674,3513676,1.00249745363
3622303,3622305,1.0543396954
3622347,3622349,1.34997757835
3622811,3622815,1.08170416595
3622871,3622881,1.23080717099
3695412,3695414,1.22677332571
3706645,3706649,1.11870910077
4224691,4224693,1.00427254792
4225437,4225456,1.11870910077
4225866,4225884,1.08170416595
4225962,4225966,1.01477186397
4226017,4226019,1.15464906338
4226952,4226956,1.0543396954
4380854,4380856,1.47063913471
4386264,4386282,1.52016797638
4448486,4448491,1.02904940555
4448619,4448621,1.25751243046
4457860,4457862,1.12601895187
4457897,4457899,1.23579549349
4457932,4457933,1.4564355568
4458329,4458332,1.13687943143
4468137,4468155,1.15464906338
4796857,4796859,1.46185881478
4830633,4830635,1.06333261812
4877599,4877616,1.64235329375
4915498,4915502,1.5413141838
4994091,4994095,0.607852776335
5013359,5013361,1.01477186397
5052779,5052783,0.561699738518
5059471,5059473,1.04556599708
5073391,5073393,1.34997757835
5100206,5100207,1.81282374313
5278449,5278452,1.15464906338
5318245,5318262,1.04556599708
5332188,5332192,1.0
5523898,5523901,0.551184364275
5539986,5540005,0.607852776335
5740895,5740898,1.39587562693
5763608,5763613,1.04556599708
5766120,5766124,1.75770781092
5859126,5859128,1.00892394016
5973363,5973365,1.78070269187
5973401,5973402,1.71360304288
5981019,5981023,0.639035952556
5990621,5990624,0.774020985944
6009471,6009473,1.02013124335
6335063,6335066,0.59436093777
6416471,6416473,0.615568495659
6417222,6417223,1.69045657085
6449530,6449532,1.04128811702
6467667,6467673,0.56203232197
6477433,6477435,1.08170416595
6478093,6478098,0.629049405545
6478127,6478128,1.69045657085
6478254,6478262,1.18771420828
6478905,6478925,1.34997757835
6490342,6490344,1.0
6667802,6667804,1.00180412096
6721067,6721069,1.11870910077
6786419,6786425,0.514524702773
6914452,6914456,0.741850329537
6914585,6914587,1.00052697981
6916858,6916863,1.04128811702
6918568,6918590,0.91301229766
6918626,6918628,1.0543396954
6918698,6918712,1.25751243046
6967606,6967609,1.07163792761
6972901,6972903,1.44137062655
6972941,6972943,1.0
6976071,6976073,1.0543396954
6998558,6998560,1.65753622752
7195444,7195447,1.01477186397
7207748,7207751,1.0
7219128,7219133,1.0
7398413,7398415,1.08170416595
7430680,7430699,1.60579664556
7497368,7497370,1.61537429207
7559810,7559812,0.80188257887
7792592,7792595,1.0
7793021,7793032,0.551184364275
7825726,7825735,1.6772430411
7826150,7826155,0.617562659195
7826921,7826923,0.77895221482
7827191,7827194,0.505081151766
7905957,7905959,1.00892394016
7995645,7995648,1.01477186397
8042482,8042484,1.0543396954
8072846,8072850,0.782648392487
8075475,8075496,1.0
8196902,8196904,1.11870910077
8209689,8209696,1.19301039508
8209719,8209721,1.01477186397
8210384,8210386,1.11870910077
8259536,8259556,0.504461970081
8261821,8261823,0.94701842487
8261988,8261992,1.08170416595
8272111,8272113,1.03093674722
8277429,8277431,1.06697470464
8283480,8283483,0.551184364275
8283959,8283962,0.59436093777
8296880,8296881,1.573771343
8302959,8302963,0.634503122554
8383682,8383684,1.40832722142
8435558,8435563,0.494687120846
8509973,8509975,1.0
8511476,8511486,0.837436692152
8685847,8685852,1.08170416595
8685930,8685931,1.75011770717
8735033,8735035,1.0
8941766,8941770,1.39015969528
8954968,8954989,1.01477186397
9251679,9251695,1.38404576663
9251718,9251722,1.0543396954
9494538,9494558,1.04556599708
9494780,9494781,1.84064993731
9682762,9682764,1.0
9710201,9710203,1.00892394016
9711212,9711216,0.718879248389
9716280,9716287,1.02013124335
9719165,9719167,1.0543396954
9719497,9719517,0.877886322891
9720128,9720133,1.0
9727007,9727010,1.10950835978
9727124,9727130,0.759329468323
9762546,9762548,1.0
9808361,9808362,1.51453923925
9918204,9918215,0.508331570593
9966948,9966952,1.22677332571
9997755,9997768,0.516644245018
10169257,10169259,1.0
10213988,10213990,1.0
10214057,10214059,1.18872187554
10220937,10220939,1.1002562413
10247718,10247722,1.08170416595
10282985,10282988,0.704538155762
10283564,10283566,1.08170416595
10303937,10303941,1.0
10375708,10375710,1.30378773987
10425543,10425550,1.22159195042
10493858,10493864,1.32770518292
10506108,10506110,1.0
10765595,10765599,1.16335925806
10847564,10847568,0.666458949335
10847593,10847597,1.01477186397
10858082,10858083,1.75770781092
10975847,10975851,1.29116432667
11002858,11002863,1.0
11101989,11102005,0.59436093777
11130294,11130297,1.80317575951
11268982,11268983,1.91500444016
11508434,11508449,1.08170416595
11509786,11509797,0.551184364275
11524620,11524623,1.27807190511
11797588,11797593,1.07139597598
11815164,11815167,0.478071905113
11966046,11966048,1.04556599708
12002256,12002266,1.0029409431
12038478,12038483,1.35905581521
12040522,12040525,0.607852776335
12040658,12040660,1.00892394016
12109088,12109089,1.64664066498
12432124,12432127,1.00873573946
12456551,12456554,1.01477186397
12456761,12456765,0.844597417671
12456957,12456959,1.00892394016
12457257,12457268,0.647275804375
12457446,12457449,1.11870910077
12457540,12457547,0.863638940689
12481998,12482000,1.04556599708
12690396,12690398,1.15464906338
12691708,12691710,1.0
12692219,12692221,0.774231034253
12712449,12712451,1.00892394016
13002915,13002917,1.04556599708
13004075,13004078,1.15964132839
13016762,13016764,1.04556599708
13016873,13016883,0.59436093777
13024521,13024523,1.0
13185140,13185142,0.719327870479
13225277,13225279,1.47922686263
13376614,13376617,0.938721875541
13394176,13394195,0.84106146765
13394375,13394377,1.01477186397
13394743,13394744,1.7332350122
13394921,13394924,0.567345287382
13395133,13395136,1.48241724744
13921593,13921610,0.514524702773
13921870,13921881,1.13687943143
13932692,13932695,1.43566355551
13933573,13933594,1.0
13944857,13944872,1.00892394016
13945187,13945189,1.08170416595
13947129,13947131,1.01130059171
13968311,13968324,1.22065016271
14165534,14165536,1.0
14655227,14655229,1.08170416595
14684826,14684828,1.08170416595
14745218,14745222,0.740873620736
14975934,14975937,0.889447748817
14977650,14977652,1.00892394016
14992343,14992345,1.37075077614
15007418,15007431,1.0
15047993,15047996,0.514524702773
15048038,15048043,0.964959720615
15060629,15060631,1.11870910077
15064414,15064421,0.913844624056
15067924,15067930,0.620281413874
15267923,15267927,0.789189973894
15268464,15268467,1.04556599708
15728102,15728106,1.0
15728901,15728904,0.677820654483
15751075,15751080,0.763423971495
15757839,15757841,1.01477186397
15758312,15758314,1.00008340403
16246844,16246849,1.11870910077
16259724,16259726,1.0
16264668,16264670,1.0
16265180,16265182,1.08170416595
16307121,16307123,0.863522665424
16313177,16313179,1.0
16316013,16316016,0.952965813949
16328146,16328157,1.0
16345451,16345453,0.791169824705
16345988,16346001,1.08170416595
16348843,16348856,0.704538155762
16677870,16677872,1.01477186397
16704359,16704361,1.19251745164
16727180,16727195,1.08170416595
16727320,16727325,0.616192264536
16727456,16727459,0.551184364275
16737228,16737247,1.08170416595
16737448,16737450,1.22065016271
16743086,16743088,0.759329468323
16823835,16823837,1.0543396954
16846967,16846986,0.503863506577
17472400,17472421,1.01477186397
17474993,17475013,1.08170416595
17475631,17475633,1.40832722142
17484270,17484288,1.02097682754
17488661,17488677,0.551184364275
17658100,17658117,1.0
18138798,18138800,1.25040474274
18442589,18442592,0.5271698477
18601995,18601997,1.00892394016
18603904,18603906,1.0543396954
18604849,18604861,1.10950835978
18652987,18652989,1.29233099958
18685975,18685991,0.629049405545
18688394,18688396,1.08170416595
18708563,18708578,1.01477186397
18856696,18856698,1.42536430216
18916812,18916816,0.728129127247
18939890,18939892,1.25040474274
18974383,18974385,1.08170416595
18977988,18977991,1.0
19008326,19008328,1.18872187554
19009141,19009144,1.0
19030985,19030991,1.02013124335
19044229,19044233,1.0
19120209,19120211,1.0
19120305,19120308,1.69662219599
19122109,19122130,1.5861831497
19122611,19122631,1.01477186397
19123863,19123871,0.700263236305
19344726,19344728,1.08170416595
19362742,19362744,1.03592123519
19400918,19400920,1.04556599708
19484698,19484700,1.32770518292
19492886,19492888,1.00034481108
19530293,19530295,1.29753344871
19568082,19568084,1.00596978852
19761740,19761753,1.00596978852
19761988,19762002,1.0
19776331,19776333,1.08170416595
19778798,19778800,1.42120537537
19778922,19778925,1.01477186397
20060507,20060509,1.0
20075136,20075138,1.40832722142
20085111,20085113,1.04556599708
20228627,20228629,1.04556599708
20645453,20645456,0.516667660086
20645764,20645766,1.27892190098
20650981,20650986,1.0
20730514,20730517,0.843130660079
20732078,20732096,0.624720634461
20732291,20732315,0.524835171702
20734306,20734330,0.552362987627
20871744,20871746,1.27807190511
20873534,20873536,0.607852776335
20926105,20926108,0.828815470373
20927818,20927822,1.42120537537
21020347,21020349,1.14101896296
21057971,21057973,1.0
21160794,21160815,1.01477186397
21166110,21166114,1.0
21179621,21179623,1.10950835978
21179705,21179707,1.01130059171
21185198,21185202,1.01477186397
21233351,21233353,0.921332790024
21288170,21288174,0.615748544465
21288499,21288501,1.08170416595
21627169,21627172,1.1002562413
21627271,21627273,1.31596156436
21627390,21627404,1.16335925806
21627469,21627471,1.0543396954
21627572,21627583,0.59436093777
21627920,21627937,1.69662516391
21627967,21627971,1.05971404133
21678198,21678214,1.09760671721
21678879,21678881,1.01477186397
21679176,21679180,1.15464906338
21679233,21679235,1.69662516391
21679914,21679936,1.60665010852
21679998,21680000,1.00222752791
21680040,21680047,0.970096123619
21680817,21680837,0.612075802311
21680976,21680993,1.33340997898
21681060,21681065,1.22448734187
21681213,21681225,0.671825460576
21681471,21681473,1.00320836802
21757433,21757435,0.667179595415
22129565,22129569,1.01477186397
22129692,22129694,1.0
22429113,22429116,1.19764655717
22429299,22429301,1.88915610076
22595586,22595590,1.22065016271
22706285,22706287,1.27807190511
22858158,22858160,1.34997757835
22959769,22959771,1.68224943191
347665,347669,1.08170416595
32701,32717,1.00892394016
32879,32880,1.6772430411
366819,366822,1.11870910077
19861,19865,1.0
67831,67835,1.01477186397
434464,434481,1.0543396954
494480,494491,1.53100440641
631965,631978,1.32770518292
636781,636798,1.29753344871
1182334,1182338,1.25040474274
1183343,1183360,1.07318093604
1194936,1194942,1.02013124335
1203926,1203939,1.13687943143
1208025,1208039,1.05971404133
1499000,1499015,1.0
1585396,1585418,1.97868107975
1586115,1586130,1.15464906338
1897925,1897929,1.00892394016
1930176,1930178,1.75916525257
2125101,2125105,1.56050301308
2529781,2529807,0.494176899792
2584268,2584277,1.32305813022
2810868,2810886,1.51608876674
2880420,2880424,1.04556599708
2880449,2880469,1.08170416595
2904699,2904709,1.0
2935899,2935917,1.30378773987
3481174,3481178,1.08170416595
3586728,3586732,1.27807190511
3808273,3808277,1.47063913471
3957636,3957639,1.01477186397
3965844,3965848,1.18872187554
3966128,3966131,1.01477186397
4061663,4061666,1.10396176747
4308650,4308657,1.01477186397
4352524,4352528,1.00892394016
4459468,4459473,1.04556599708
4506809,4506813,1.01477186397
4509340,4509344,1.09561854228
4509376,4509391,1.38061780532
4549899,4549903,1.11870910077
4550893,4550910,1.04556599708
4774669,4774690,1.04556599708
4786209,4786213,1.00892394016
4816905,4816916,1.0
4820387,4820404,1.07064498848
4839641,4839654,0.832563276713
4998310,4998314,1.65753622752
5095464,5095475,1.09760671721
5095623,5095645,0.551184364275
5095940,5095945,1.18872187554
5096038,5096049,1.50581706515
5096261,5096280,0.758989307134
5866816,5866820,1.56050301308
5879199,5879203,1.0543396954
5996947,5996951,1.04556599708
6029919,6029928,1.0
6183492,6183496,1.34997757835
6194370,6194374,1.32305813022
6208103,6208113,1.01477186397
6208141,6208146,1.04556599708
6502721,6502733,1.01477186397
6708455,6708471,0.621216506514
6779044,6779048,1.00892394016
6780620,6780641,1.40832722142
7167202,7167219,1.22677332571
7248235,7248245,1.24462458744
7781056,7781076,1.04128811702
7782521,7782526,1.0
7782895,7782899,1.22726598619
7787018,7787023,1.12203799861
7787058,7787068,1.56050301308
7827059,7827063,1.11870910077
7860100,7860104,1.0
7860286,7860290,1.01477186397
7860460,7860467,1.0
8056207,8056217,1.51793385192
8147629,8147633,1.08170416595
8162350,8162354,1.10950835978
8222793,8222797,1.39015969528
8235842,8235846,1.14359476109
8295815,8295834,0.710391441652
8311046,8311075,0.606635571789
8313084,8313089,1.04556599708
8453687,8453691,1.06333261812
8496940,8496950,1.0
8524199,8524206,1.08170416595
8524663,8524667,1.18872187554
8637426,8637430,1.0
8686830,8686837,1.50581706515
8758065,8758070,1.02904940555
8807327,8807334,1.01477186397
8807989,8808007,1.57799948312
8808576,8808580,1.00892394016
8808626,8808634,1.11269311715
8809106,8809113,1.34975314182
8809287,8809292,1.01477186397
8809397,8809401,1.01477186397
8809648,8809660,1.00892394016
8809816,8809820,1.16335925806
8810197,8810204,0.59436093777
8810526,8810530,1.28374160889
8810693,8810697,1.1143871286
9046550,9046564,1.02013124335
9047032,9047036,1.13687943143
9049270,9049274,1.00892394016
9102203,9102207,1.23316206831
9109974,9109985,0.769040436886
9110017,9110021,1.20814164743
9123478,9123490,1.17194427462
9441599,9441615,1.01477186397
9443587,9443623,0.5
9719992,9720002,0.646551495388
9841715,9841727,1.0
9848208,9848227,1.01477186397
9848291,9848306,1.0
9854328,9854332,1.02904940555
9872300,9872317,1.0
9979272,9979277,1.0
10060451,10060470,1.08170416595
10064808,10064821,1.0
10131274,10131278,1.00596978852
10506254,10506270,0.632899208831
10506314,10506320,1.12601895187
10507095,10507114,1.36893891554
10742951,10742955,1.8630909396
10759230,10759234,1.0
10864765,10864772,1.25751243046
10868878,10868890,1.11870910077
10928842,10928855,1.01477186397
10929507,10929511,1.08170416595
11202803,11202820,0.47376509005
11203462,11203479,1.82011209068
11203963,11203977,1.0
11210297,11210301,1.02744768343
11212128,11212132,1.44137062655
11442315,11442322,0.561241319085
11574798,11574819,1.08170416595
11822362,11822379,0.580263282197
11891765,11891779,1.01477186397
11990227,11990232,1.53100440641
11993379,11993401,1.29839966975
11993783,11993789,1.04556599708
12079026,12079039,1.01477186397
12085164,12085168,1.01477186397
12086639,12086656,1.27807190511
12209663,12209684,1.16335925806
12224235,12224248,1.35443457758
12231993,12232011,1.39015969528
12387676,12387692,1.15964132839
12404750,12404767,1.15464906338
12417784,12417793,1.00892394016
12470418,12470435,1.00892394016
12509773,12509783,1.56050301308
12511741,12511748,1.00249745363
12580310,12580326,0.918943957092
12580561,12580565,1.02013124335
12580784,12580788,1.22065016271
12747589,12747593,1.79816007037
12755840,12755853,0.499727654392
12756263,12756267,1.10396176747
12756512,12756528,0.543435237869
12756571,12756586,1.00249745363
12844961,12844981,0.767339743184
13026218,13026229,1.01477186397
13301169,13301173,1.11870910077
13301206,13301213,0.850199976435
13315513,13315527,0.59436093777
13360701,13360719,1.01477186397
13390194,13390207,0.547686509955
13424970,13424974,1.0
13425439,13425443,1.01477186397
13425931,13425935,1.00596978852
13426418,13426422,1.63494481036
13452336,13452356,1.49408075593
13452389,13452409,1.22065016271
13453267,13453280,1.01477186397
13489400,13489418,1.00892394016
13489595,13489614,0.811278124459
13554845,13554849,1.0
13555253,13555271,1.04556599708
13558566,13558570,1.12601895187
13610819,13610823,1.48405306999
13628021,13628025,1.00596978852
13638494,13638501,0.551184364275
13677175,13677185,1.0543396954
13727234,13727248,1.0
13729927,13729945,1.26449141845
14029038,14029050,1.01477186397
14031050,14031057,1.39481342337
14031092,14031117,0.779364519372
14031215,14031223,1.4836031861
14031806,14031814,0.580443701428
14031873,14031910,0.518245535615
14031972,14031976,1.30378773987
14032161,14032165,1.27807190511
14032299,14032303,1.34997757835
14033233,14033249,0.624929656011
14033644,14033656,0.805826265743
14034105,14034109,1.05731681074
14052061,14052065,1.0
14295094,14295098,1.09760671721
14304394,14304404,1.08170416595
14305195,14305213,1.00320836802
14305473,14305477,1.2317185909
14305917,14305925,0.639035952556
14306650,14306670,1.43349049345
14306840,14306844,1.04556599708
14332361,14332365,1.02904940555
14334053,14334078,0.615568495659
14425501,14425511,1.56050301308
14425552,14425591,0.861323008473
14426598,14426612,1.01477186397
14426841,14426845,1.15464906338
14515422,14515426,1.25040474274
14516713,14516717,1.0
14843568,14843575,1.01477186397
14860428,14860432,1.31195237647
15020482,15020486,1.02904940555
15048035,15048045,1.0543396954
15048708,15048712,1.0
15050152,15050160,1.10950835978
15111593,15111606,1.0
15130985,15130986,1.91853797308
15166712,15166720,1.02904940555
15168166,15168180,1.82352794075
15192935,15192939,1.02904940555
15279660,15279666,1.04556599708
15315577,15315591,1.02904940555
15315621,15315625,1.04556599708
15344008,15344012,1.0
15369761,15369774,1.01477186397
15369946,15369959,0.80188257887
15390578,15390582,1.48405306999
15717523,15717527,1.01477186397
16151764,16151776,1.08170416595
16151870,16151884,1.12601895187
16492489,16492493,1.47744062546
16492895,16492905,0.778305092364
16493076,16493091,1.0
16528480,16528484,1.70801390585
16558708,16558727,1.00892394016
16831551,16831562,1.03592123519
16832342,16832353,1.4564355568
16832409,16832432,1.33080915279
16833367,16833386,1.43824739217
16833540,16833553,1.00892394016
16883395,16883399,1.04556599708
17031117,17031121,1.34997757835
17031222,17031241,0.77895221482
17031922,17031940,0.677820654483
17032197,17032217,1.04556599708
17078153,17078157,1.37075077614
17087981,17087988,1.46006426689
17096139,17096165,0.502136273958
17100044,17100048,1.17194427462
17221186,17221190,1.05054798461
17222275,17222292,1.00892394016
17223493,17223512,0.639035952556
17229206,17229210,1.30871013059
17371648,17371652,1.0
17389656,17389660,1.08170416595
17398414,17398418,1.15464906338
