start,end,shape.index
8107878,8107879,2.0
8114577,8114578,2.0
8187498,8187499,2.0
8213121,8213122,2.0
8369916,8369917,2.0
8404101,8404102,2.0
8404398,8404399,2.0
8415758,8415759,2.0
8426924,8426925,2.0
8426987,8426988,2.0
8428898,8428899,2.0
8523601,8523602,2.0
8524545,8524546,2.0
8825906,8825907,2.0
8939714,8939715,2.0
9035668,9035669,2.0
9516205,9516206,2.0
9538940,9538941,2.0
9655987,9655988,2.0
9700868,9700869,2.0
9701537,9701538,2.0
9759709,9759710,2.0
9920178,9920179,2.0
9957289,9957290,2.0
9968457,9968458,2.0
10007684,10007685,2.0
10058337,10058338,2.0
10059840,10059841,2.0
10192295,10192296,2.0
10201356,10201357,2.0
10201994,10201995,2.0
10232522,10232523,2.0
10239426,10239427,2.0
10270050,10270051,2.0
10314824,10314825,2.0
10315525,10315526,2.0
10317332,10317333,2.0
10323495,10323496,2.0
10331500,10331501,2.0
10356855,10356856,2.0
10409438,10409439,2.0
10410341,10410342,2.0
10410398,10410399,2.0
10462399,10462400,2.0
10517336,10517337,2.0
10517719,10517720,2.0
10728972,10728973,2.0
10860483,10860484,2.0
11011363,11011364,2.0
11011971,11011972,2.0
11106939,11106940,2.0
11124082,11124083,2.0
11128685,11128686,2.0
11269776,11269777,2.0
11486796,11486797,2.0
11742051,11742052,2.0
12093823,12093824,2.0
12094324,12094325,2.0
12310963,12310964,2.0
12397285,12397286,2.0
12428316,12428317,2.0
12680827,12680828,2.0
12707873,12707874,2.0
12726191,12726192,2.0
12729145,12729146,2.0
12974367,12974368,2.0
12976231,12976232,2.0
12976435,12976436,2.0
12978264,12978265,2.0
12978629,12978630,2.0
13169377,13169378,2.0
13179246,13179247,2.0
13192978,13192979,2.0
13271620,13271621,2.0
13296371,13296372,2.0
13297978,13297979,2.0
13366457,13366458,2.0
13736749,13736750,2.0
13771123,13771124,2.0
13773633,13773634,2.0
14092992,14092993,2.0
14492518,14492519,2.0
14493434,14493435,2.0
15334527,15334528,2.0
15752938,15752939,2.0
15755781,15755782,2.0
16047083,16047084,2.0
16047389,16047390,2.0
16048656,16048657,2.0
16166445,16166446,2.0
16327077,16327078,2.0
16330287,16330288,2.0
16352898,16352899,2.0
16352948,16352949,2.0
16681453,16681454,2.0
16685390,16685391,2.0
16691894,16691895,2.0
16745101,16745102,2.0
16749775,16749776,2.0
16773014,16773015,2.0
16784323,16784324,2.0
16784713,16784714,2.0
16784806,16784807,2.0
16785054,16785055,2.0
16786809,16786810,2.0
16788066,16788067,2.0
16788647,16788648,2.0
16840571,16840572,2.0
17484498,17484499,2.0
18606861,18606862,2.0
18988294,18988295,2.0
19040321,19040322,2.0
19041910,19041911,2.0
19046894,19046895,2.0
19110152,19110153,2.0
19133011,19133012,2.0
19170033,19170034,2.0
19170065,19170066,2.0
19170154,19170155,2.0
19170211,19170212,2.0
19171245,19171246,2.0
19173320,19173321,2.0
19206690,19206691,2.0
19523028,19523029,2.0
19533447,19533448,2.0
19543956,19543957,2.0
19544636,19544637,2.0
19553815,19553816,2.0
19553849,19553850,2.0
19556388,19556389,2.0
19613330,19613331,2.0
19959908,19959909,2.0
20062870,20062871,2.0
20069041,20069042,2.0
20073498,20073499,2.0
20091595,20091596,2.0
20422465,20422466,2.0
20422978,20422979,2.0
20568697,20568698,2.0
20736548,20736549,2.0
20737922,20737923,2.0
20738072,20738073,2.0
20767360,20767361,2.0
20770734,20770735,2.0
20788573,20788574,2.0
20825476,20825477,2.0
20827708,20827709,2.0
20860878,20860879,2.0
20865202,20865203,2.0
21156836,21156837,2.0
21170376,21170377,2.0
21170891,21170892,2.0
21225126,21225127,2.0
21281484,21281485,2.0
21318940,21318941,2.0
21390115,21390116,2.0
21576861,21576862,2.0
21576950,21576951,2.0
21576996,21576997,2.0
21829223,21829224,2.0
22146375,22146376,2.0
22180604,22180605,2.0
22477198,22477199,2.0
22743617,22743618,2.0
22874906,22874907,2.0
122921,122922,2.0
212389,212390,2.0
227991,227992,2.0
419589,419590,2.0
568072,568073,2.0
863943,863944,2.0
1161962,1161963,2.0
1518147,1518148,2.0
1612795,1612796,2.0
1709362,1709363,2.0
1725246,1725247,2.0
2145177,2145178,2.0
2157635,2157636,2.0
2177851,2177852,2.0
2374531,2374532,2.0
2748453,2748454,2.0
2837835,2837836,2.0
2882214,2882215,2.0
2979287,2979288,2.0
2985097,2985098,2.0
3145687,3145688,2.0
4228533,4228534,2.0
4457971,4457972,2.0
4844577,4844578,2.0
4845502,4845503,2.0
4966332,4966333,2.0
5052703,5052704,2.0
5221624,5221625,2.0
5976615,5976616,2.0
5994352,5994353,2.0
6062739,6062740,2.0
6490490,6490491,2.0
6666322,6666323,2.0
6671824,6671825,2.0
6917413,6917414,2.0
7032584,7032585,2.0
7519998,7519999,2.0
7799474,7799475,2.0
7987077,7987078,2.0
7988690,7988691,2.0
8008360,8008361,2.0
8042053,8042054,2.0
8134474,8134475,2.0
8209870,8209871,2.0
8308162,8308163,2.0
8413891,8413892,2.0
9251511,9251512,2.0
9815106,9815107,2.0
9896920,9896921,2.0
9967264,9967265,2.0
10274265,10274266,2.0
10283471,10283472,2.0
10318984,10318985,2.0
10385278,10385279,2.0
10487288,10487289,2.0
10512826,10512827,2.0
10731472,10731473,2.0
10766043,10766044,2.0
10769961,10769962,2.0
10889591,10889592,2.0
10976351,10976352,2.0
11965728,11965729,2.0
11984393,11984394,2.0
12040689,12040690,2.0
12045407,12045408,2.0
12427728,12427729,2.0
12431949,12431950,2.0
13022886,13022887,2.0
13022975,13022976,2.0
13187705,13187706,2.0
13394120,13394121,2.0
13642427,13642428,2.0
13944931,13944932,2.0
14599859,14599860,2.0
14631814,14631815,2.0
14849190,14849191,2.0
15063598,15063599,2.0
15067987,15067988,2.0
15268569,15268570,2.0
15729935,15729936,2.0
15749687,15749688,2.0
16246650,16246651,2.0
16279152,16279153,2.0
16325091,16325092,2.0
16821349,16821350,2.0
16887360,16887361,2.0
16887948,16887949,2.0
17483867,17483868,2.0
17496739,17496740,2.0
17647537,17647538,2.0
17648759,17648760,2.0
17648786,17648787,2.0
17714310,17714311,2.0
18133788,18133789,2.0
18442545,18442546,2.0
18442631,18442632,2.0
18444606,18444607,2.0
18857298,18857299,2.0
18859703,18859704,2.0
19008414,19008415,2.0
19130004,19130005,2.0
19340214,19340215,2.0
19386202,19386203,2.0
19505419,19505420,2.0
20058401,20058402,2.0
20463440,20463441,2.0
20965572,20965573,2.0
21166637,21166638,2.0
21626922,21626923,2.0
21629745,21629746,2.0
21678438,21678439,2.0
21679315,21679316,2.0
21679542,21679543,2.0
21679962,21679963,2.0
21680864,21680865,2.0
21680955,21680956,2.0
21681092,21681093,2.0
21682068,21682069,2.0
22112636,22112637,2.0
22169130,22169131,2.0
22428416,22428417,2.0
32759,32760,2.0
325028,325029,2.0
19987,19988,2.0
77654,77655,2.0
494669,494670,2.0
494750,494751,2.0
631827,631828,2.0
979381,979382,2.0
982381,982382,2.0
1194004,1194005,2.0
1194823,1194824,2.0
1239099,1239100,2.0
1648374,1648375,2.0
1834999,1835000,2.0
1898090,1898091,2.0
1899195,1899196,2.0
1905264,1905265,2.0
2555521,2555522,2.0
2643283,2643284,2.0
2696250,2696251,2.0
3166105,3166106,2.0
3167972,3167973,2.0
3278297,3278298,2.0
3328223,3328224,2.0
3331195,3331196,2.0
3351013,3351014,2.0
3423324,3423325,2.0
3479863,3479864,2.0
3693986,3693987,2.0
3712975,3712976,2.0
3860033,3860034,2.0
3860056,3860057,2.0
3918783,3918784,2.0
3965253,3965254,2.0
3972592,3972593,2.0
3986197,3986198,2.0
4057812,4057813,2.0
4333220,4333221,2.0
4542772,4542773,2.0
4779358,4779359,2.0
4790266,4790267,2.0
5019989,5019990,2.0
5021117,5021118,2.0
5031479,5031480,2.0
5033257,5033258,2.0
5366198,5366199,2.0
5472139,5472140,2.0
5474659,5474660,2.0
5475344,5475345,2.0
5475419,5475420,2.0
5481537,5481538,2.0
5755502,5755503,2.0
5779474,5779475,2.0
5817613,5817614,2.0
5878799,5878800,2.0
5879166,5879167,2.0
5879468,5879469,2.0
5937489,5937490,2.0
5948223,5948224,2.0
5954281,5954282,2.0
5987189,5987190,2.0
5995815,5995816,2.0
5997084,5997085,2.0
6312797,6312798,2.0
6323701,6323702,2.0
6325488,6325489,2.0
6331819,6331820,2.0
6369220,6369221,2.0
6487168,6487169,2.0
6763238,6763239,2.0
6763283,6763284,2.0
6774310,6774311,2.0
6779306,6779307,2.0
6903336,6903337,2.0
7171916,7171917,2.0
7171937,7171938,2.0
7304851,7304852,2.0
7700584,7700585,2.0
7746419,7746420,2.0
7781217,7781218,2.0
7788837,7788838,2.0
7858162,7858163,2.0
7858191,7858192,2.0
7918526,7918527,2.0
7926272,7926273,2.0
8028166,8028167,2.0
8161964,8161965,2.0
8262869,8262870,2.0
8263147,8263148,2.0
8311105,8311106,2.0
8313210,8313211,2.0
8339985,8339986,2.0
8340690,8340691,2.0
8340949,8340950,2.0
8356172,8356173,2.0
8356652,8356653,2.0
8359181,8359182,2.0
8408622,8408623,2.0
8451422,8451423,2.0
8524600,8524601,2.0
8672169,8672170,2.0
8758833,8758834,2.0
8807414,8807415,2.0
8807456,8807457,2.0
8807621,8807622,2.0
8808296,8808297,2.0
8810587,8810588,2.0
9048869,9048870,2.0
9056029,9056030,2.0
9057036,9057037,2.0
9107810,9107811,2.0
9134176,9134177,2.0
9395065,9395066,2.0
9443876,9443877,2.0
9481164,9481165,2.0
9841764,9841765,2.0
9848157,9848158,2.0
9848327,9848328,2.0
9852292,9852293,2.0
9854612,9854613,2.0
9855051,9855052,2.0
9855413,9855414,2.0
9946014,9946015,2.0
10057997,10057998,2.0
10076092,10076093,2.0
10131307,10131308,2.0
10131529,10131530,2.0
10250548,10250549,2.0
10475328,10475329,2.0
10507052,10507053,2.0
10511418,10511419,2.0
10644046,10644047,2.0
10659988,10659989,2.0
11089012,11089013,2.0
11145916,11145917,2.0
11203244,11203245,2.0
11210006,11210007,2.0
11212192,11212193,2.0
11253731,11253732,2.0
11273490,11273491,2.0
11273741,11273742,2.0
11400028,11400029,2.0
11425704,11425705,2.0
11879868,11879869,2.0
11880104,11880105,2.0
11899187,11899188,2.0
11993215,11993216,2.0
11994187,11994188,2.0
11994645,11994646,2.0
12026183,12026184,2.0
12033289,12033290,2.0
12048459,12048460,2.0
12055260,12055261,2.0
12071194,12071195,2.0
12077560,12077561,2.0
12078514,12078515,2.0
12083886,12083887,2.0
12084541,12084542,2.0
12085318,12085319,2.0
12085479,12085480,2.0
12086800,12086801,2.0
12178612,12178613,2.0
12179020,12179021,2.0
12181919,12181920,2.0
12203926,12203927,2.0
12209716,12209717,2.0
12224287,12224288,2.0
12420724,12420725,2.0
12469594,12469595,2.0
12474187,12474188,2.0
12579199,12579200,2.0
12579965,12579966,2.0
12581091,12581092,2.0
12679908,12679909,2.0
12719143,12719144,2.0
12719183,12719184,2.0
12755769,12755770,2.0
12756004,12756005,2.0
12756903,12756904,2.0
13042583,13042584,2.0
13162972,13162973,2.0
13315476,13315477,2.0
13316699,13316700,2.0
13316745,13316746,2.0
13390353,13390354,2.0
13393989,13393990,2.0
13394997,13394998,2.0
13424710,13424711,2.0
13425588,13425589,2.0
13426393,13426394,2.0
13489640,13489641,2.0
13490927,13490928,2.0
13614422,13614423,2.0
13708910,13708911,2.0
13728246,13728247,2.0
13985779,13985780,2.0
13986064,13986065,2.0
14028309,14028310,2.0
14028330,14028331,2.0
14030985,14030986,2.0
14031546,14031547,2.0
14032081,14032082,2.0
14032105,14032106,2.0
14032595,14032596,2.0
14032905,14032906,2.0
14033304,14033305,2.0
14033591,14033592,2.0
14034055,14034056,2.0
14122412,14122413,2.0
14305111,14305112,2.0
14306027,14306028,2.0
14306439,14306440,2.0
14306549,14306550,2.0
14306602,14306603,2.0
14307532,14307533,2.0
14308036,14308037,2.0
14425393,14425394,2.0
14426678,14426679,2.0
14680517,14680518,2.0
15024924,15024925,2.0
15049225,15049226,2.0
15049795,15049796,2.0
15050213,15050214,2.0
15064813,15064814,2.0
15111688,15111689,2.0
15168817,15168818,2.0
15178347,15178348,2.0
15248289,15248290,2.0
15390665,15390666,2.0
16004235,16004236,2.0
16119488,16119489,2.0
16151471,16151472,2.0
16152221,16152222,2.0
16236332,16236333,2.0
16492440,16492441,2.0
16492614,16492615,2.0
16494298,16494299,2.0
16494320,16494321,2.0
16894849,16894850,2.0
16912615,16912616,2.0
16945291,16945292,2.0
17006442,17006443,2.0
17016051,17016052,2.0
17031094,17031095,2.0
17031346,17031347,2.0
17169813,17169814,2.0
17170544,17170545,2.0
17172226,17172227,2.0
17181759,17181760,2.0
17181831,17181832,2.0
17181873,17181874,2.0
17205240,17205241,2.0
17218723,17218724,2.0
17222091,17222092,2.0
17389912,17389913,2.0
17435003,17435004,2.0
17544873,17544874,2.0
17545403,17545404,2.0
17557664,17557665,2.0
17603772,17603773,2.0
17610061,17610062,2.0
17809090,17809091,2.0
17833157,17833158,2.0
18073473,18073474,2.0
18102979,18102980,2.0
18104590,18104591,2.0
18180935,18180936,2.0
18216765,18216766,2.0
18494473,18494474,2.0
18496031,18496032,2.0
18525264,18525265,2.0
18686585,18686586,2.0
18686611,18686612,2.0
18687766,18687767,2.0
18688701,18688702,2.0
18689224,18689225,2.0
18689510,18689511,2.0
18774087,18774088,2.0
18780271,18780272,2.0
18783202,18783203,2.0
18784095,18784096,2.0
18959255,18959256,2.0
19274067,19274068,2.0
19486165,19486166,2.0
19640779,19640780,2.0
19800313,19800314,2.0
19801302,19801303,2.0
19855487,19855488,2.0
19859951,19859952,2.0
19913293,19913294,2.0
19921767,19921768,2.0
19946742,19946743,2.0
19963423,19963424,2.0
19979409,19979410,2.0
20048137,20048138,2.0
20064261,20064262,2.0
20083023,20083024,2.0
20086973,20086974,2.0
20150470,20150471,2.0
20419112,20419113,2.0
20420860,20420861,2.0
20455434,20455435,2.0
20465046,20465047,2.0
20785975,20785976,2.0
20857343,20857344,2.0
374591,374592,2.0
674009,674010,2.0
674543,674544,2.0
868963,868964,2.0
903461,903462,2.0
1227313,1227314,2.0
1250001,1250002,2.0
1250448,1250449,2.0
1660721,1660722,2.0
1862929,1862930,2.0
2513711,2513712,2.0
2530008,2530009,2.0
2543013,2543014,2.0
2750338,2750339,2.0
3354263,3354264,2.0
3370319,3370320,2.0
3371891,3371892,2.0
3372308,3372309,2.0
3414582,3414583,2.0
3606073,3606074,2.0
3628848,3628849,2.0
3632389,3632390,2.0
3670050,3670051,2.0
3939721,3939722,2.0
4016934,4016935,2.0
4487421,4487422,2.0
4610850,4610851,2.0
4620084,4620085,2.0
4620872,4620873,2.0
5001458,5001459,2.0
5094571,5094572,2.0
5283918,5283919,2.0
5285293,5285294,2.0
5332444,5332445,2.0
5459046,5459047,2.0
5786593,5786594,2.0
5852553,5852554,2.0
5939676,5939677,2.0
6045683,6045684,2.0
6356044,6356045,2.0
6359358,6359359,2.0
6360297,6360298,2.0
6369480,6369481,2.0
6370003,6370004,2.0
6389372,6389373,2.0
6407544,6407545,2.0
6529422,6529423,2.0
6726212,6726213,2.0
6784808,6784809,2.0
7233572,7233573,2.0
7470524,7470525,2.0
7509402,7509403,2.0
7509610,7509611,2.0
7510264,7510265,2.0
7528447,7528448,2.0
7538596,7538597,2.0
7775875,7775876,2.0
7778450,7778451,2.0
7778485,7778486,2.0
7870725,7870726,2.0
8067398,8067399,2.0
8355382,8355383,2.0
8402331,8402332,2.0
8643876,8643877,2.0
9063870,9063871,2.0
9707389,9707390,2.0
9751892,9751893,2.0
9752554,9752555,2.0
9833591,9833592,2.0
9860607,9860608,2.0
9876671,9876672,2.0
10102968,10102969,2.0
10103208,10103209,2.0
10150834,10150835,2.0
10156966,10156967,2.0
10485817,10485818,2.0
10648925,10648926,2.0
10742555,10742556,2.0
11215773,11215774,2.0
11264269,11264270,2.0
11264323,11264324,2.0
11690907,11690908,2.0
11834534,11834535,2.0
11862471,11862472,2.0
11972181,11972182,2.0
11972540,11972541,2.0
12181634,12181635,2.0
12639054,12639055,2.0
12683935,12683936,2.0
12820256,12820257,2.0
12905714,12905715,2.0
13045886,13045887,2.0
13294935,13294936,2.0
13295815,13295816,2.0
13296088,13296089,2.0
13297711,13297712,2.0
13318411,13318412,2.0
13749170,13749171,2.0
14005703,14005704,2.0
14007362,14007363,2.0
14067134,14067135,2.0
14179956,14179957,2.0
14216016,14216017,2.0
14270307,14270308,2.0
15024677,15024678,2.0
15198154,15198155,2.0
15297715,15297716,2.0
15300624,15300625,2.0
15324760,15324761,2.0
15332637,15332638,2.0
15336256,15336257,2.0
15384162,15384163,2.0
15415371,15415372,2.0
16165540,16165541,2.0
16426822,16426823,2.0
16494633,16494634,2.0
16710926,16710927,2.0
16711332,16711333,2.0
16957919,16957920,2.0
17502358,17502359,2.0
17590261,17590262,2.0
18221090,18221091,2.0
18296912,18296913,2.0
18528077,18528078,2.0
18528153,18528154,2.0
18532508,18532509,2.0
18691117,18691118,2.0
18693240,18693241,2.0
18694471,18694472,2.0
18851418,18851419,2.0
19442036,19442037,2.0
19816841,19816842,2.0
19817937,19817938,2.0
19818000,19818001,2.0
19818780,19818781,2.0
19932118,19932119,2.0
19996551,19996552,2.0
19997164,19997165,2.0
20219251,20219252,2.0
20283570,20283571,2.0
20399077,20399078,2.0
20655973,20655974,2.0
20791030,20791031,2.0
110802,110803,2.0
227352,227353,2.0
548051,548052,2.0
591333,591334,2.0
944600,944601,2.0
1573423,1573424,2.0
2610939,2610940,2.0
2881707,2881708,2.0
2882536,2882537,2.0
2903050,2903051,2.0
2912598,2912599,2.0
3215510,3215511,2.0
226495,226496,2.0
1943572,1943573,2.0
136285,136286,2.0
141897,141898,2.0
202075,202076,2.0
226498,226499,2.0
226701,226702,2.0
229760,229761,2.0
230789,230790,2.0
576907,576908,2.0
577012,577013,2.0
648765,648766,2.0
732706,732707,2.0
750222,750223,2.0
838018,838019,2.0
892190,892191,2.0
1300350,1300351,2.0
1329959,1329960,2.0
1330016,1330017,2.0
1551525,1551526,2.0
1695639,1695640,2.0
1696204,1696205,2.0
1797260,1797261,2.0
1800584,1800585,2.0
1801996,1801997,2.0
1865469,1865470,2.0
1891249,1891250,2.0
1947748,1947749,2.0
2028404,2028405,2.0
2257643,2257644,2.0
2257679,2257680,2.0
2262912,2262913,2.0
2376365,2376366,2.0
2639705,2639706,2.0
2640408,2640409,2.0
2980975,2980976,2.0
3086006,3086007,2.0
3160467,3160468,2.0
3194181,3194182,2.0
3195688,3195689,2.0
3196169,3196170,2.0
3196394,3196395,2.0
3196821,3196822,2.0
3196865,3196866,2.0
3219266,3219267,2.0
3219544,3219545,2.0
3224591,3224592,2.0
3303719,3303720,2.0
3310812,3310813,2.0
3608282,3608283,2.0
3839944,3839945,2.0
3857960,3857961,2.0
3988165,3988166,2.0
4059619,4059620,2.0
4089166,4089167,2.0
4104310,4104311,2.0
4106973,4106974,2.0
4107038,4107039,2.0
4141569,4141570,2.0
4316278,4316279,2.0
4420695,4420696,2.0
4430220,4430221,2.0
4435357,4435358,2.0
4447668,4447669,2.0
4552559,4552560,2.0
4627946,4627947,2.0
4628095,4628096,2.0
4628161,4628162,2.0
4628182,4628183,2.0
4629332,4629333,2.0
4896859,4896860,2.0
4897055,4897056,2.0
4898391,4898392,2.0
5028110,5028111,2.0
5145786,5145787,2.0
5359541,5359542,2.0
5643613,5643614,2.0
5752733,5752734,2.0
5753208,5753209,2.0
5758963,5758964,2.0
5774911,5774912,2.0
5892651,5892652,2.0
6049643,6049644,2.0
6069149,6069150,2.0
6088089,6088090,2.0
6398031,6398032,2.0
6704160,6704161,2.0
6774271,6774272,2.0
6786999,6787000,2.0
6787049,6787050,2.0
6787922,6787923,2.0
6962755,6962756,2.0
7172539,7172540,2.0
7236192,7236193,2.0
7317909,7317910,2.0
7355618,7355619,2.0
7365456,7365457,2.0
7365552,7365553,2.0
7365997,7365998,2.0
7366653,7366654,2.0
7375033,7375034,2.0
7377520,7377521,2.0
7383722,7383723,2.0
7510176,7510177,2.0
7518667,7518668,2.0
7520685,7520686,2.0
7972683,7972684,2.0
7973750,7973751,2.0
8017194,8017195,2.0
8039983,8039984,2.0
8045472,8045473,2.0
8071477,8071478,2.0
8086431,8086432,2.0
8110834,8110835,2.0
8111268,8111269,2.0
8111640,8111641,2.0
8333432,8333433,2.0
8464681,8464682,2.0
8513297,8513298,2.0
8530353,8530354,2.0
8594894,8594895,2.0
8595447,8595448,2.0
8623343,8623344,2.0
8628474,8628475,2.0
8631425,8631426,2.0
8633538,8633539,2.0
8636502,8636503,2.0
8882986,8882987,2.0
8883949,8883950,2.0
8885474,8885475,2.0
8885778,8885779,2.0
9354628,9354629,2.0
9377357,9377358,2.0
9417715,9417716,2.0
9443549,9443550,2.0
9445645,9445646,2.0
9616937,9616938,2.0
9620353,9620354,2.0
9691599,9691600,2.0
9693273,9693274,2.0
9709454,9709455,2.0
9710731,9710732,2.0
9723068,9723069,2.0
9723533,9723534,2.0
9776692,9776693,2.0
9778168,9778169,2.0
9779520,9779521,2.0
9826517,9826518,2.0
9861398,9861399,2.0
9863743,9863744,2.0
9892339,9892340,2.0
9965857,9965858,2.0
10569570,10569571,2.0
10570330,10570331,2.0
10573423,10573424,2.0
10583783,10583784,2.0
10586195,10586196,2.0
10587086,10587087,2.0
10965745,10965746,2.0
11058091,11058092,2.0
11058626,11058627,2.0
11116456,11116457,2.0
11191123,11191124,2.0
11418230,11418231,2.0
11480647,11480648,2.0
11489884,11489885,2.0
11491152,11491153,2.0
11642814,11642815,2.0
11770150,11770151,2.0
12139633,12139634,2.0
12147098,12147099,2.0
12172981,12172982,2.0
12179053,12179054,2.0
12466790,12466791,2.0
12467487,12467488,2.0
12494613,12494614,2.0
12498865,12498866,2.0
12511534,12511535,2.0
12701307,12701308,2.0
12783286,12783287,2.0
13016448,13016449,2.0
13033980,13033981,2.0
13035224,13035225,2.0
13037516,13037517,2.0
13039912,13039913,2.0
13107395,13107396,2.0
13108832,13108833,2.0
13108865,13108866,2.0
13109714,13109715,2.0
13349892,13349893,2.0
13350177,13350178,2.0
13476503,13476504,2.0
13631249,13631250,2.0
13965568,13965569,2.0
14008648,14008649,2.0
14032339,14032340,2.0
14033688,14033689,2.0
14226249,14226250,2.0
14648780,14648781,2.0
14963133,14963134,2.0
14966171,14966172,2.0
14968309,14968310,2.0
15048503,15048504,2.0
15298558,15298559,2.0
15528679,15528680,2.0
15545916,15545917,2.0
15556554,15556555,2.0
15569693,15569694,2.0
15576768,15576769,2.0
15593915,15593916,2.0
15825026,15825027,2.0
15949308,15949309,2.0
15970118,15970119,2.0
15983346,15983347,2.0
16113559,16113560,2.0
16119107,16119108,2.0
16122647,16122648,2.0
16124034,16124035,2.0
16258473,16258474,2.0
16258817,16258818,2.0
16266010,16266011,2.0
16313437,16313438,2.0
16380853,16380854,2.0
16549918,16549919,2.0
16550931,16550932,2.0
16577017,16577018,2.0
16596176,16596177,2.0
16773406,16773407,2.0
16812345,16812346,2.0
16835584,16835585,2.0
16884316,16884317,2.0
16890143,16890144,2.0
17009684,17009685,2.0
17039177,17039178,2.0
17048713,17048714,2.0
17346167,17346168,2.0
17468162,17468163,2.0
17517853,17517854,2.0
17533851,17533852,2.0
17614924,17614925,2.0
17615429,17615430,2.0
17840795,17840796,2.0
17841137,17841138,2.0
18099690,18099691,2.0
18656342,18656343,2.0
18815701,18815702,2.0
18815745,18815746,2.0
18819953,18819954,2.0
19059003,19059004,2.0
19085785,19085786,2.0
19466013,19466014,2.0
19594730,19594731,2.0
19803176,19803177,2.0
19841649,19841650,2.0
19872312,19872313,2.0
19908455,19908456,2.0
19908497,19908498,2.0
19988875,19988876,2.0
19995296,19995297,2.0
20013746,20013747,2.0
20131957,20131958,2.0
20295513,20295514,2.0
20303325,20303326,2.0
20309032,20309033,2.0
20341441,20341442,2.0
20342092,20342093,2.0
20344190,20344191,2.0
20345900,20345901,2.0
20369488,20369489,2.0
20373161,20373162,2.0
20425779,20425780,2.0
20428131,20428132,2.0
20467550,20467551,2.0
20489001,20489002,2.0
20490468,20490469,2.0
20515374,20515375,2.0
20737487,20737488,2.0
20764656,20764657,2.0
21065962,21065963,2.0
21212179,21212180,2.0
21280846,21280847,2.0
21281460,21281461,2.0
21282733,21282734,2.0
21330277,21330278,2.0
21500947,21500948,2.0
21516294,21516295,2.0
21518630,21518631,2.0
21533614,21533615,2.0
21568823,21568824,2.0
21619402,21619403,2.0
21657051,21657052,2.0
21657526,21657527,2.0
21727196,21727197,2.0
21727280,21727281,2.0
21818073,21818074,2.0
21826792,21826793,2.0
21826937,21826938,2.0
21885600,21885601,2.0
21914373,21914374,2.0
22069357,22069358,2.0
22069799,22069800,2.0
22069841,22069842,2.0
22069985,22069986,2.0
22282232,22282233,2.0
22285729,22285730,2.0
22687180,22687181,2.0
22690697,22690698,2.0
22735645,22735646,2.0
22770812,22770813,2.0
22857242,22857243,2.0
23709265,23709266,2.0
23709469,23709470,2.0
23730077,23730078,2.0
24365042,24365043,2.0
242130,242131,2.0
434221,434222,2.0
443591,443592,2.0
443674,443675,2.0
826757,826758,2.0
1322014,1322015,2.0
1341113,1341114,2.0
1497041,1497042,2.0
1497812,1497813,2.0
1505263,1505264,2.0
1643291,1643292,2.0
1667900,1667901,2.0
1668158,1668159,2.0
1786454,1786455,2.0
1946870,1946871,2.0
2040908,2040909,2.0
2054343,2054344,2.0
2084292,2084293,2.0
2261079,2261080,2.0
2555345,2555346,2.0
